PairIndex,Response,Drug1,Drug2,Conc1,Conc2,ConcUnit
2,47.148792655214805,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.5,nM
2,53.175779555254884,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.0,nM
2,26.76983368384511,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,5.0,nM
2,46.017032515693316,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,2.5,nM
2,60.37884685107719,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,1.0,nM
2,67.15817561361321,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.5,nM
2,41.66893006444639,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.0,nM
2,21.678469911072906,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,5.0,nM
2,32.814774530602016,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,2.5,nM
2,27.355959551354996,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,1.0,nM
2,35.21428910719888,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.5,nM
2,7.553183956719376,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.0,nM
2,20.46507176597419,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,5.0,nM
2,25.771782672626653,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,2.5,nM
2,17.493102246684195,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,1.0,nM
2,15.193106122785606,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.5,nM
2,0.0,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.0,nM
2,40.75916543133336,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,5.0,nM
2,43.26802067933846,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,2.5,nM
2,36.8292222258742,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,1.0,nM
2,38.4273172553324,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.5,nM
2,37.61467899716377,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.0,nM
2,26.53994699356151,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,5.0,nM
2,26.938314802737747,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,2.5,nM
2,49.63424162285183,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,1.0,nM
2,48.020972267753926,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.5,nM
2,59.32386706202946,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.0,nM
2,26.90111064370565,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,5.0,nM
2,42.540347953901886,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,2.5,nM
2,58.16951581947502,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,1.0,nM
2,73.61371192957306,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.5,nM
2,34.155427203137194,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.0,nM
2,35.09352927131759,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,5.0,nM
2,43.583701443252096,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,2.5,nM
2,56.0678416503594,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,1.0,nM
2,56.89665650138303,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.5,nM
